Nombre (AFORE),Estado,latitud,longitud,PEA
PROFUTURO,Sinaloa,24.8090649,-107.3940117,20119.19
PROFUTURO,Sinaloa,23.2355541,-106.4199525,20119.19
INVERCAP,Sinaloa,25.7929096,-108.9888537,20119.19
INVERCAP,Sinaloa,24.8057004,-107.4020238,20119.19
INVERCAP,Sinaloa,23.2172823,-106.4172687,20119.19
PENSIONISSSTE,Sinaloa,24.819809,-107.408358,20119.19
COPPEL,Sinaloa,23.2051184,-106.4199755,20119.19
COPPEL,Sinaloa,24.8059571,-107.4007185,20119.19
COPPEL,Sinaloa,24.7981801,-107.393615,20119.19
COPPEL,Sinaloa,24.794557,-107.4110406,20119.19
COPPEL,Sinaloa,25.5609265,-108.4602464,20119.19
COPPEL,Sinaloa,25.5646923,-108.4631676,20119.19
COPPEL,Sinaloa,25.1721091,-107.4795173,20119.19
COPPEL,Sinaloa,24.8165719,-107.3653002,20119.19
COPPEL,Sinaloa,24.8008389,-107.3912588,20119.19
COPPEL,Sinaloa,23.2017886,-106.4198864,20119.19
COPPEL,Sinaloa,25.7882232,-108.9918022,20119.19
COPPEL,Sinaloa,25.7929096,-108.9888537,20119.19
COPPEL,Sinaloa,23.2043619,-106.4211712,20119.19
COPPEL,Sinaloa,23.2442932,-106.4185033,20119.19
COPPEL,Sinaloa,22.8349781,-105.7749099,20119.19
COPPEL,Sinaloa,24.3207694,-107.3642096,20119.19
COPPEL,Sinaloa,24.8157317,-107.4258193,20119.19
COPPEL,Sinaloa,24.8145422,-107.4006887,20119.19
COPPEL,Sinaloa,25.8013825,-109.013828,20119.19
COPPEL,Sinaloa,24.7553976,-107.4314566,20119.19
COPPEL,Sinaloa,23.9190697,-106.8946839,20119.19
COPPEL,Sinaloa,26.3743407,-108.5344435,20119.19
COPPEL,Sinaloa,25.3668831,-108.1591732,20119.19
COPPEL,Sinaloa,25.4605699,-108.0777229,20119.19
COPPEL,Sinaloa,24.7692337,-107.3716554,20119.19
COPPEL,Sinaloa,25.7808387,-109.0033062,20119.19
COPPEL,Sinaloa,24.8347797,-107.3981568,20119.19
COPPEL,Sinaloa,22.9899737,-105.8547173,20119.19
COPPEL,Sinaloa,24.7699597,-107.4552614,20119.19
COPPEL,Sinaloa,24.7974341,-107.410017,20119.19
COPPEL,Sinaloa,25.5597813,-108.4599523,20119.19
COPPEL,Sinaloa,24.8063668,-107.3960637,20119.19
COPPEL,Sinaloa,25.5666987,-108.4693347,20119.19
COPPEL,Sinaloa,25.8424904,-109.0150722,20119.19
COPPEL,Sinaloa,23.2018071,-106.4206666,20119.19
COPPEL,Sinaloa,24.7667154,-107.698881,20119.19
COPPEL,Sinaloa,23.2297727,-106.4060314,20119.19
COPPEL,Sinaloa,24.7778772,-107.4075295,20119.19
COPPEL,Sinaloa,24.7577476,-107.4289414,20119.19
COPPEL,Sinaloa,24.8354608,-107.3847676,20119.19
COPPEL,Sinaloa,25.9313349,-109.188748,20119.19
COPPEL,Sinaloa,25.4591678,-108.0850603,20119.19
COPPEL,Sinaloa,23.9181325,-106.889136,20119.19
COPPEL,Sinaloa,24.3210161,-107.3634474,20119.19
COPPEL,Sinaloa,25.6593424,-108.6381352,20119.19
COPPEL,Sinaloa,24.8036865,-107.4649866,20119.19
COPPEL,Sinaloa,23.256568,-106.4240701,20119.19
COPPEL,Sinaloa,25.7068307,-108.3407772,20119.19
SURA,Sinaloa,23.2512795,-106.4550732,20119.19
SURA,Sinaloa,25.1721091,-107.4795173,20119.19
SURA,Sinaloa,25.7929096,-108.9888537,20119.19
CITIBANAMEX,Sinaloa,24.8097265,-107.3959338,20119.19
CITIBANAMEX,Sinaloa,24.7935629,-107.4107258,20119.19
CITIBANAMEX,Sinaloa,25.5609265,-108.4602464,20119.19
CITIBANAMEX,Sinaloa,25.7883262,-108.9928795,20119.19
CITIBANAMEX,Sinaloa,25.7955247,-108.9907453,20119.19
CITIBANAMEX,Sinaloa,23.2161169,-106.416314,20119.19
XXI-BANORTE,Sinaloa,24.7957236,-107.3939638,20119.19
XXI-BANORTE,Sinaloa,25.797336,-108.9895089,20119.19
XXI-BANORTE,Sinaloa,23.2334668,-106.4227474,20119.19
XXI-BANORTE,Sinaloa,25.8103565,-108.9802141,20119.19
AZTECA,Sinaloa,24.8090649,-107.3940117,20119.19
Nuevo CAP,Sinaloa,24.7593046,-107.6202105,1
INBURSA,Sonora,27.5011634,-109.9306212,20378.54
INBURSA,Sonora,29.0897822,-110.9871745,20378.54
INBURSA,Sonora,27.9217134,-110.9109967,20378.54
INBURSA,Sonora,27.0692836,-109.451436,20378.54
INBURSA,Sonora,31.3011855,-110.9381047,20378.54
INBURSA,Sonora,32.4557134,-114.7706876,20378.54
PROFUTURO,Sonora,31.2940005,-110.9366139,20378.54
PROFUTURO,Sonora,27.4933605,-109.9303077,20378.54
INVERCAP,Sonora,27.4923307,-109.9347996,20378.54
INVERCAP,Sonora,29.0879782,-110.9812135,20378.54
INVERCAP,Sonora,31.3073285,-110.9439576,20378.54
INVERCAP,Sonora,32.4757048,-114.7766235,20378.54
PENSIONISSSTE,Sonora,29.0680158,-110.9578327,20378.54
PENSIONISSSTE,Sonora,27.4814187,-109.9272276,20378.54
COPPEL,Sonora,27.4920178,-109.9448944,20378.54
COPPEL,Sonora,27.4887483,-109.9331715,20378.54
COPPEL,Sonora,29.0834457,-110.953644,20378.54
COPPEL,Sonora,29.0805452,-110.9534034,20378.54
COPPEL,Sonora,27.9239593,-110.890543,20378.54
COPPEL,Sonora,32.4834145,-114.7825557,20378.54
COPPEL,Sonora,31.3255082,-110.9460922,20378.54
COPPEL,Sonora,27.0733933,-109.4526061,20378.54
COPPEL,Sonora,30.7121226,-112.149076,20378.54
COPPEL,Sonora,29.0980491,-111.0019702,20378.54
COPPEL,Sonora,27.4728483,-109.9291973,20378.54
COPPEL,Sonora,27.9268141,-110.918624,20378.54
COPPEL,Sonora,31.3198837,-110.9463289,20378.54
COPPEL,Sonora,27.9643564,-110.8184453,20378.54
COPPEL,Sonora,29.2972247,-110.3308814,20378.54
COPPEL,Sonora,27.0791961,-109.4436987,20378.54
COPPEL,Sonora,27.4830918,-109.9480044,20378.54
COPPEL,Sonora,29.1363999,-110.9947095,20378.54
COPPEL,Sonora,29.1194537,-110.979443,20378.54
COPPEL,Sonora,31.3251341,-109.5527987,20378.54
COPPEL,Sonora,31.3184041,-113.5398088,20378.54
COPPEL,Sonora,31.3146443,-110.95957,20378.54
COPPEL,Sonora,29.0619602,-110.9283018,20378.54
COPPEL,Sonora,32.4542101,-114.7577136,20378.54
COPPEL,Sonora,28.1531339,-109.9080773,20378.54
COPPEL,Sonora,27.4923307,-109.9347996,20378.54
COPPEL,Sonora,27.9241555,-110.8957047,20378.54
COPPEL,Sonora,31.3254488,-110.9460005,20378.54
COPPEL,Sonora,29.0958157,-110.9312443,20378.54
COPPEL,Sonora,32.4838304,-114.7815854,20378.54
COPPEL,Sonora,30.3739761,-109.6869945,20378.54
COPPEL,Sonora,32.4811342,-114.7786175,20378.54
COPPEL,Sonora,30.714192,-112.1476449,20378.54
COPPEL,Sonora,27.0930684,-109.4471056,20378.54
COPPEL,Sonora,29.0548203,-110.9518097,20378.54
COPPEL,Sonora,27.9361084,-110.9271384,20378.54
COPPEL,Sonora,30.550244,-111.1102247,20378.54
COPPEL,Sonora,29.1159047,-111.0236132,20378.54
COPPEL,Sonora,28.8421307,-111.4792111,20378.54
SURA,Sonora,29.0897822,-110.9871745,20378.54
SURA,Sonora,27.5477224,-109.9453576,20378.54
CITIBANAMEX,Sonora,31.3251341,-109.5527987,20378.54
CITIBANAMEX,Sonora,30.7098928,-112.1500156,20378.54
CITIBANAMEX,Sonora,27.4827729,-109.930367,20378.54
CITIBANAMEX,Sonora,27.9236998,-110.8912186,20378.54
CITIBANAMEX,Sonora,29.0780648,-110.9497651,20378.54
CITIBANAMEX,Sonora,27.0727573,-109.4437493,20378.54
CITIBANAMEX,Sonora,31.3243942,-110.9452832,20378.54
CITIBANAMEX,Sonora,32.4757048,-114.7766235,20378.54
XXI-BANORTE,Sonora,27.4988754,-109.933104,20378.54
XXI-BANORTE,Sonora,29.0834457,-110.953644,20378.54
XXI-BANORTE,Sonora,31.294594,-110.931477,20378.54
XXI-BANORTE,Sonora,27.9240885,-110.8962664,20378.54
PRINCIPAL,Sonora,29.119535,-110.9920412,20378.54
AZTECA,Sonora,29.0555195,-110.9524078,20378.54
Nuevo CAP,Sonora,29.37545883,-111.0890587,1
INBURSA,Tabasco,18.2655423,-93.2269419,42429.46
INBURSA,Tabasco,17.9796221,-92.9588101,42429.46
PROFUTURO,Tabasco,17.9916512,-92.9486163,42429.46
INVERCAP,Tabasco,17.9789038,-92.9404331,42429.46
PENSIONISSSTE,Tabasco,18.000466,-92.925871,42429.46
COPPEL,Tabasco,17.8346726,-92.5309352,42429.46
COPPEL,Tabasco,17.9979116,-92.9238378,42429.46
COPPEL,Tabasco,17.9698344,-92.9693357,42429.46
COPPEL,Tabasco,17.9542261,-93.3681097,42429.46
COPPEL,Tabasco,17.9715761,-92.9571506,42429.46
COPPEL,Tabasco,17.9906105,-93.3754249,42429.46
COPPEL,Tabasco,17.8409173,-92.6189273,42429.46
COPPEL,Tabasco,18.3991275,-93.2118671,42429.46
COPPEL,Tabasco,17.7168461,-92.6040436,42429.46
COPPEL,Tabasco,17.5533807,-92.9474882,42429.46
COPPEL,Tabasco,17.9791126,-92.9232963,42429.46
COPPEL,Tabasco,17.9974713,-92.9223552,42429.46
COPPEL,Tabasco,17.7413194,-91.7820831,42429.46
SURA,Tabasco,17.8409173,-92.6189273,42429.46
CITIBANAMEX,Tabasco,17.9906105,-93.3754249,42429.46
CITIBANAMEX,Tabasco,17.996634,-92.927291,42429.46
CITIBANAMEX,Tabasco,18.0190924,-92.8967052,42429.46
CITIBANAMEX,Tabasco,17.9979116,-92.9238378,42429.46
XXI-BANORTE,Tabasco,17.9747624,-92.9348377,42429.46
XXI-BANORTE,Tabasco,17.9755405,-92.9350761,42429.46
AZTECA,Tabasco,18.001357,-92.916997,42429.46
Nuevo CAP,Tabasco,17.95252354,-92.90237504,1
INBURSA,Tamaulipas,23.744981,-99.128017,24672.27
INBURSA,Tamaulipas,25.8702912,-97.4880506,24672.27
INBURSA,Tamaulipas,26.0719833,-98.2851198,24672.27
INBURSA,Tamaulipas,22.2471522,-97.8731379,24672.27
PROFUTURO,Tamaulipas,26.0625607,-98.3497207,24672.27
PROFUTURO,Tamaulipas,23.7392061,-99.1446529,24672.27
PROFUTURO,Tamaulipas,22.2408806,-97.8708421,24672.27
PROFUTURO,Tamaulipas,27.4670027,-99.5131662,24672.27
INVERCAP,Tamaulipas,26.0902001,-98.2701878,24672.27
INVERCAP,Tamaulipas,22.2355632,-97.8684136,24672.27
INVERCAP,Tamaulipas,23.7126031,-99.1667885,24672.27
PENSIONISSSTE,Tamaulipas,26.073754,-98.318685,24672.27
PENSIONISSSTE,Tamaulipas,23.732046,-99.130071,24672.27
COPPEL,Tamaulipas,22.2143864,-97.8563033,24672.27
COPPEL,Tamaulipas,22.2983724,-97.8756039,24672.27
COPPEL,Tamaulipas,26.0546596,-98.2929098,24672.27
COPPEL,Tamaulipas,26.0760226,-98.3143147,24672.27
COPPEL,Tamaulipas,24.26694,-98.8362755,24672.27
COPPEL,Tamaulipas,27.4616786,-99.511369,24672.27
COPPEL,Tamaulipas,25.8638245,-97.4781185,24672.27
COPPEL,Tamaulipas,22.2505772,-97.8654542,24672.27
COPPEL,Tamaulipas,25.8523747,-97.5070355,24672.27
COPPEL,Tamaulipas,27.490983,-99.5033938,24672.27
COPPEL,Tamaulipas,25.9871288,-98.0981491,24672.27
COPPEL,Tamaulipas,23.7502866,-99.156253,24672.27
COPPEL,Tamaulipas,22.7397491,-98.9714623,24672.27
COPPEL,Tamaulipas,22.2864851,-97.8500869,24672.27
COPPEL,Tamaulipas,25.836273,-97.49877,24672.27
COPPEL,Tamaulipas,25.8504073,-97.5041837,24672.27
COPPEL,Tamaulipas,25.8583008,-97.5369873,24672.27
COPPEL,Tamaulipas,25.669447,-97.8150412,24672.27
COPPEL,Tamaulipas,26.3951547,-99.0467661,24672.27
COPPEL,Tamaulipas,26.0549327,-98.3540256,24672.27
COPPEL,Tamaulipas,25.8456788,-97.5070261,24672.27
COPPEL,Tamaulipas,22.2454459,-97.8347556,24672.27
COPPEL,Tamaulipas,22.7439553,-98.974612,24672.27
COPPEL,Tamaulipas,25.8809171,-97.5073386,24672.27
COPPEL,Tamaulipas,27.493159,-99.5077837,24672.27
COPPEL,Tamaulipas,22.2159762,-97.8569929,24672.27
COPPEL,Tamaulipas,22.298766,-97.8760716,24672.27
COPPEL,Tamaulipas,26.0743194,-98.319153,24672.27
COPPEL,Tamaulipas,26.0878301,-98.3018297,24672.27
COPPEL,Tamaulipas,26.0539945,-98.3659788,24672.27
COPPEL,Tamaulipas,22.3963193,-97.9309097,24672.27
COPPEL,Tamaulipas,24.8419162,-98.1502433,24672.27
COPPEL,Tamaulipas,22.2413191,-97.8435949,24672.27
COPPEL,Tamaulipas,25.8785763,-97.5174908,24672.27
SURA,Tamaulipas,25.8702686,-97.4880188,24672.27
SURA,Tamaulipas,26.0700805,-98.3147801,24672.27
SURA,Tamaulipas,22.2460751,-97.8724577,24672.27
SURA,Tamaulipas,27.4821074,-99.5078712,24672.27
CITIBANAMEX,Tamaulipas,23.7369164,-99.1411154,24672.27
CITIBANAMEX,Tamaulipas,25.8690294,-97.5027376,24672.27
CITIBANAMEX,Tamaulipas,27.4779362,-99.549573,24672.27
CITIBANAMEX,Tamaulipas,26.0508406,-98.2978951,24672.27
CITIBANAMEX,Tamaulipas,22.2438396,-97.8385695,24672.27
XXI-BANORTE,Tamaulipas,22.2527675,-97.8760929,24672.27
XXI-BANORTE,Tamaulipas,22.2205184,-97.8513201,24672.27
XXI-BANORTE,Tamaulipas,22.7421938,-98.9746578,24672.27
XXI-BANORTE,Tamaulipas,23.7268225,-99.1444256,24672.27
XXI-BANORTE,Tamaulipas,25.8786109,-97.5045464,24672.27
XXI-BANORTE,Tamaulipas,27.4721121,-99.4873727,24672.27
XXI-BANORTE,Tamaulipas,26.0799569,-98.3058394,24672.27
PRINCIPAL,Tamaulipas,26.0707168,-98.2886601,24672.27
PRINCIPAL,Tamaulipas,22.252222,-97.8567921,24672.27
AZTECA,Tamaulipas,22.2303626,-97.8647732,24672.27
Nuevo CAP,Tamaulipas,24.69129441,-98.25099488,1
INBURSA,Tlaxcala,19.3239078,-98.2318888,37289.56
PROFUTURO,Tlaxcala,19.3203195,-98.2077986,37289.56
INVERCAP,Tlaxcala,19.4147072,-98.1372056,37289.56
PENSIONISSSTE,Tlaxcala,19.3246045,-98.2339656,37289.56
COPPEL,Tlaxcala,19.3131517,-98.1956906,37289.56
COPPEL,Tlaxcala,19.3209611,-98.2361297,37289.56
COPPEL,Tlaxcala,19.3108404,-97.9251893,37289.56
COPPEL,Tlaxcala,19.3180202,-98.2212896,37289.56
COPPEL,Tlaxcala,19.3129672,-98.1943367,37289.56
COPPEL,Tlaxcala,19.4146574,-98.1404313,37289.56
COPPEL,Tlaxcala,19.2159175,-98.2417004,37289.56
COPPEL,Tlaxcala,19.3126161,-97.9222558,37289.56
COPPEL,Tlaxcala,19.5897488,-98.5771895,37289.56
COPPEL,Tlaxcala,19.3321904,-98.1953276,37289.56
CITIBANAMEX,Tlaxcala,19.3170278,-98.2186318,37289.56
XXI-BANORTE,Tlaxcala,19.3252766,-98.2285625,37289.56
XXI-BANORTE,Tlaxcala,19.3185363,-98.2363375,37289.56
AZTECA,Tlaxcala,19.3162847,-98.2468713,37289.56
Nuevo CAP,Tlaxcala,19.33866352,-98.1977056,1
INBURSA,Veracruz,18.1451395,-94.4277714,29764.05
INBURSA,Veracruz,18.8937324,-96.935674,29764.05
INBURSA,Veracruz,20.0636064,-97.0538774,29764.05
INBURSA,Veracruz,17.9887787,-94.5575199,29764.05
INBURSA,Veracruz,18.8491499,-97.0911535,29764.05
INBURSA,Veracruz,20.5332197,-97.4656165,29764.05
INBURSA,Veracruz,20.9529079,-97.4067697,29764.05
INBURSA,Veracruz,19.2002267,-96.1337704,29764.05
INBURSA,Veracruz,19.5622335,-96.9292578,29764.05
PROFUTURO,Veracruz,19.1535432,-96.1074877,29764.05
PROFUTURO,Veracruz,18.1484691,-94.4158578,29764.05
INVERCAP,Veracruz,19.1493263,-96.1023468,29764.05
INVERCAP,Veracruz,18.1486107,-94.4207811,29764.05
INVERCAP,Veracruz,18.8937324,-96.935674,29764.05
INVERCAP,Veracruz,20.5355751,-97.4585962,29764.05
INVERCAP,Veracruz,19.5359244,-96.9314504,29764.05
INVERCAP,Veracruz,19.1969823,-96.1381188,29764.05
PENSIONISSSTE,Veracruz,18.148757,-94.468556,29764.05
PENSIONISSSTE,Veracruz,19.5607808,-96.9290164,29764.05
COPPEL,Veracruz,18.8922248,-96.9315652,29764.05
COPPEL,Veracruz,18.8476233,-97.1009488,29764.05
COPPEL,Veracruz,17.9847876,-94.5450494,29764.05
COPPEL,Veracruz,19.1942434,-96.1384087,29764.05
COPPEL,Veracruz,18.1455535,-94.4129845,29764.05
COPPEL,Veracruz,19.1913317,-96.1349438,29764.05
COPPEL,Veracruz,19.2162877,-96.1745059,29764.05
COPPEL,Veracruz,19.2601605,-96.5783387,29764.05
COPPEL,Veracruz,18.1351167,-94.4928531,29764.05
COPPEL,Veracruz,20.5351022,-97.4708484,29764.05
COPPEL,Veracruz,19.5299566,-96.9231899,29764.05
COPPEL,Veracruz,21.3526082,-98.2253993,29764.05
COPPEL,Veracruz,18.447373,-95.2127217,29764.05
COPPEL,Veracruz,19.5543886,-96.9034735,29764.05
COPPEL,Veracruz,18.0044659,-94.579209,29764.05
COPPEL,Veracruz,17.9486494,-94.9286017,29764.05
COPPEL,Veracruz,18.4517008,-95.2268307,29764.05
COPPEL,Veracruz,22.0561429,-98.1789301,29764.05
COPPEL,Veracruz,19.190149,-96.1387742,29764.05
COPPEL,Veracruz,20.9502108,-97.4177589,29764.05
COPPEL,Veracruz,18.3663192,-95.7958363,29764.05
COPPEL,Veracruz,19.173773,-96.1342241,29764.05
COPPEL,Veracruz,18.8927475,-96.9315878,29764.05
COPPEL,Veracruz,19.1969823,-96.1381188,29764.05
COPPEL,Veracruz,18.1455318,-94.413699,29764.05
COPPEL,Veracruz,18.1487284,-94.4156368,29764.05
COPPEL,Veracruz,18.8929264,-96.9328458,29764.05
COPPEL,Veracruz,18.8933153,-96.9326402,29764.05
COPPEL,Veracruz,19.5292598,-96.9223219,29764.05
COPPEL,Veracruz,19.5343289,-96.9235194,29764.05
COPPEL,Veracruz,20.0636064,-97.0538774,29764.05
COPPEL,Veracruz,19.1605411,-96.1081234,29764.05
COPPEL,Veracruz,17.984787,-94.545051,29764.05
COPPEL,Veracruz,18.8476751,-97.1076119,29764.05
COPPEL,Veracruz,20.5277943,-97.4621211,29764.05
COPPEL,Veracruz,19.5618341,-97.2423623,29764.05
COPPEL,Veracruz,19.1992233,-96.1382067,29764.05
COPPEL,Veracruz,19.160625,-96.1312029,29764.05
COPPEL,Veracruz,18.0372256,-95.5297244,29764.05
COPPEL,Veracruz,19.5259137,-96.9311029,29764.05
COPPEL,Veracruz,19.5679019,-96.9173102,29764.05
COPPEL,Veracruz,18.4646487,-95.3001226,29764.05
COPPEL,Veracruz,18.7739285,-95.762524,29764.05
COPPEL,Veracruz,18.5963606,-95.4426786,29764.05
COPPEL,Veracruz,20.9523223,-97.4013324,29764.05
COPPEL,Veracruz,18.4209259,-95.1124887,29764.05
COPPEL,Veracruz,19.1896652,-96.1349092,29764.05
COPPEL,Veracruz,21.5209591,-98.3944383,29764.05
COPPEL,Veracruz,17.8284329,-95.8116522,29764.05
COPPEL,Veracruz,18.8651029,-97.1064884,29764.05
COPPEL,Veracruz,20.5631659,-97.4408568,29764.05
COPPEL,Veracruz,19.4532951,-96.9630785,29764.05
COPPEL,Veracruz,17.8999193,-94.0986194,29764.05
COPPEL,Veracruz,18.0300657,-95.5262982,29764.05
COPPEL,Veracruz,18.8047147,-97.180373,29764.05
COPPEL,Veracruz,19.5022458,-96.8739702,29764.05
COPPEL,Veracruz,18.8134217,-96.7237912,29764.05
COPPEL,Veracruz,18.4496953,-95.212314,29764.05
COPPEL,Veracruz,19.925588,-96.8548044,29764.05
COPPEL,Veracruz,19.370592,-96.3781896,29764.05
COPPEL,Veracruz,19.622958,-96.7334987,29764.05
COPPEL,Veracruz,18.4206311,-95.1112895,29764.05
COPPEL,Veracruz,19.5437751,-96.9101806,29764.05
COPPEL,Veracruz,19.1502895,-96.96231,29764.05
COPPEL,Veracruz,20.9124164,-97.6743999,29764.05
COPPEL,Veracruz,20.9081949,-97.676239,29764.05
COPPEL,Veracruz,17.4329866,-95.0241931,29764.05
COPPEL,Veracruz,19.0459691,-96.4230446,29764.05
COPPEL,Veracruz,17.9805537,-94.5420077,29764.05
COPPEL,Veracruz,18.9725252,-96.7237488,29764.05
COPPEL,Veracruz,18.0751187,-95.706404,29764.05
COPPEL,Veracruz,17.9641555,-94.7199927,29764.05
COPPEL,Veracruz,19.9610652,-97.2139978,29764.05
COPPEL,Veracruz,19.1509971,-96.1189053,29764.05
SURA,Veracruz,19.5587954,-96.9306622,29764.05
SURA,Veracruz,20.0636064,-97.0538774,29764.05
SURA,Veracruz,20.5439523,-97.452337,29764.05
SURA,Veracruz,19.1931483,-96.1261718,29764.05
CITIBANAMEX,Veracruz,19.1323749,-96.1049759,29764.05
CITIBANAMEX,Veracruz,18.1487284,-94.4156368,29764.05
CITIBANAMEX,Veracruz,18.8838909,-96.9237751,29764.05
CITIBANAMEX,Veracruz,20.0625955,-97.0536139,29764.05
CITIBANAMEX,Veracruz,17.983916,-94.5440196,29764.05
CITIBANAMEX,Veracruz,18.8489435,-97.1004707,29764.05
CITIBANAMEX,Veracruz,20.5282345,-97.4613697,29764.05
CITIBANAMEX,Veracruz,19.5299566,-96.9231899,29764.05
XXI-BANORTE,Veracruz,19.1443503,-96.1059479,29764.05
XXI-BANORTE,Veracruz,18.1492614,-94.4054501,29764.05
XXI-BANORTE,Veracruz,18.8961585,-96.9407997,29764.05
XXI-BANORTE,Veracruz,18.8474795,-97.0997582,29764.05
XXI-BANORTE,Veracruz,20.5261106,-97.4670212,29764.05
XXI-BANORTE,Veracruz,19.5208244,-96.9173389,29764.05
XXI-BANORTE,Veracruz,19.5278121,-96.9268047,29764.05
PRINCIPAL,Veracruz,19.1683608,-96.1315549,29764.05
AZTECA,Veracruz,19.1968821,-96.139734,29764.05
Nuevo CAP,Veracruz,19.15981556,-96.29114465,1
INBURSA,Yucatán,20.9869424,-89.6173375,52609.57
PROFUTURO,Yucatán,20.9876105,-89.6176047,52609.57
INVERCAP,Yucatán,20.9719018,-89.6219644,52609.57
INVERCAP,Yucatán,20.9490792,-89.6603987,52609.57
PENSIONISSSTE,Yucatán,20.9927598,-89.6115249,52609.57
COPPEL,Yucatán,20.987488,-89.64962,52609.57
COPPEL,Yucatán,20.9603147,-89.5911747,52609.57
COPPEL,Yucatán,20.9610305,-89.6231599,52609.57
COPPEL,Yucatán,20.9904759,-89.6631786,52609.57
COPPEL,Yucatán,20.9679888,-89.6214494,52609.57
COPPEL,Yucatán,20.9995512,-89.5958753,52609.57
COPPEL,Yucatán,20.689404,-88.200841,52609.57
COPPEL,Yucatán,20.9660654,-89.6232551,52609.57
COPPEL,Yucatán,20.9883269,-89.5672853,52609.57
COPPEL,Yucatán,21.1444532,-88.1506293,52609.57
COPPEL,Yucatán,20.9571017,-89.6252981,52609.57
SURA,Yucatán,20.9681469,-89.6298724,52609.57
CITIBANAMEX,Yucatán,20.9685048,-89.6201171,52609.57
CITIBANAMEX,Yucatán,21.1428087,-88.1513915,52609.57
XXI-BANORTE,Yucatán,20.9771749,-89.6189227,52609.57
XXI-BANORTE,Yucatán,20.9782888,-89.6044509,52609.57
PRINCIPAL,Yucatán,20.7098786,-89.0943377,52609.57
AZTECA,Yucatán,20.9681469,-89.6298724,52609.57
Nuevo CAP,Yucatán,20.96976649,-89.38625114,1
INBURSA,Zacatecas,22.7667741,-102.5583089,36793.39
PROFUTURO,Zacatecas,22.7709249,-102.5832539,36793.39
INVERCAP,Zacatecas,22.7653124,-102.5559779,36793.39
PENSIONISSSTE,Zacatecas,22.743022,-102.497195,36793.39
COPPEL,Zacatecas,23.1742889,-102.8681266,36793.39
COPPEL,Zacatecas,22.761866,-102.5473886,36793.39
COPPEL,Zacatecas,22.7728045,-102.5727887,36793.39
COPPEL,Zacatecas,22.5698698,-102.2505002,36793.39
COPPEL,Zacatecas,23.1745968,-102.8716179,36793.39
COPPEL,Zacatecas,22.7726126,-102.5744811,36793.39
COPPEL,Zacatecas,23.6320488,-103.6400475,36793.39
COPPEL,Zacatecas,23.8251189,-103.0320934,36793.39
SURA,Zacatecas,22.7735895,-102.5743763,36793.39
CITIBANAMEX,Zacatecas,23.1754152,-102.8943684,36793.39
CITIBANAMEX,Zacatecas,22.7729193,-102.5739319,36793.39
XXI-BANORTE,Zacatecas,23.1729638,-102.8783825,36793.39
XXI-BANORTE,Zacatecas,22.7732183,-102.5793885,36793.39
AZTECA,Zacatecas,22.7565759,-102.511889,36793.39
Nuevo CAP,Zacatecas,22.99255553,-102.7264966,1
